MERCADO;PRIORIDAD;THE NOTE;DIENUM;CLIENTE;SOITEM;TEMPER;ALLOY;LEN;FINISH;RUTA;PRENSA;PZS;KG;X;ESTADO;PESO LINEAL;PXP
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020024;2-C.I. ENERGIA SOLAR S.A.;151261-198;T6;6063;5,1;2604 Bermuda Bronze;PINTURA;PRENSA 7-2;9;49,32;PENDIENTE;;1,074509804;5,48
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020024;2-C.I. ENERGIA SOLAR S.A.;151261-247;T6;6063;5,6;2604 Bermuda Bronze;PINTURA;PRENSA 7-2;15;90,3;PENDIENTE;;1,075;6,02
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020024;2-C.I. ENERGIA SOLAR S.A.;151261-260;T6;6063;5,6;2604 Bone White;PINTURA;PRENSA 7-2;7;42,14;PENDIENTE;;1,075;6,02
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020025;2-C.I. ENERGIA SOLAR S.A.;151261-248;T6;6063;5,6;2604 Bermuda Bronze;PINTURA;PRENSA 7-2;23;296,7;PENDIENTE;;2,303571429;12,9
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020026;2-C.I. ENERGIA SOLAR S.A.;151261-113;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-2;5;25,4;PENDIENTE;;0,819354839;5,08
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020027;2-C.I. ENERGIA SOLAR S.A.;151261-191;T6;6063;5,1;2604 Bermuda Bronze;PINTURA;PRENSA 7-2;5;50,05;PENDIENTE;;1,962745098;10,01
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020027;2-C.I. ENERGIA SOLAR S.A.;151261-222;T6;6063;5,1;2604 Bone White;PINTURA;PRENSA 7-2;4;40,04;PENDIENTE;;1,962745098;10,01
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020028;2-C.I. ENERGIA SOLAR S.A.;151261-43;T6;6063;5,1;Duranar Bone White;PINTURA;PRENSA 7-5;4;15,52;PENDIENTE;;0,760784314;3,88
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020028;2-C.I. ENERGIA SOLAR S.A.;151261-58;T6;6063;5,1;Duranar Sunstorm Silverstorm;PINTURA;PRENSA 7-5;5;19,4;PENDIENTE;;0,760784314;3,88
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020028;2-C.I. ENERGIA SOLAR S.A.;151261-63;T6;6063;5,1;Black Kynar;PINTURA;PRENSA 7-5;7;27,16;PENDIENTE;;0,760784314;3,88
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020029;2-C.I. ENERGIA SOLAR S.A.;151261-116;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-2;14;179,48;PENDIENTE;;2,067741935;12,82
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020029;2-C.I. ENERGIA SOLAR S.A.;151261-20;T6;6063;6,2;Black Kynar;PINTURA;PRENSA 7-2;5;64,1;PENDIENTE;;2,067741935;12,82
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020029;2-C.I. ENERGIA SOLAR S.A.;151261-64;T6;6063;5,1;Duranar Bermuda Bronze;PINTURA;PRENSA 7-2;4;42,2;PENDIENTE;;2,068627451;10,55
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020030;2-C.I. ENERGIA SOLAR S.A.;151261-117;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-1;7;30,24;PENDIENTE;;0,696774194;4,32
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020030;2-C.I. ENERGIA SOLAR S.A.;151261-239;T6;6063;5,1;2604 Bermuda Bronze;PINTURA;PRENSA 7-1;16;56,8;PENDIENTE;;0,696078431;3,55
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020033;2-C.I. ENERGIA SOLAR S.A.;151261-220;T6;6063;5,1;2604 Bone White;PINTURA;PRENSA 7-2;4;37,48;PENDIENTE;;1,837254902;9,37
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020033;2-C.I. ENERGIA SOLAR S.A.;151261-240;T6;6063;5,1;2604 Bermuda Bronze;PINTURA;PRENSA 7-2;7;65,59;PENDIENTE;;1,837254902;9,37
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020035;2-C.I. ENERGIA SOLAR S.A.;151261-25;T6;6063;7,4;Clear Anodized class 1;ANODIZADO;PRENSA 9-2;6;173,22;PENDIENTE;;3,901351351;28,87
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020041;2-C.I. ENERGIA SOLAR S.A.;151261-135;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 7-4;11;64,68;PENDIENTE;;0,948387097;5,88
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020081;2-C.I. ENERGIA SOLAR S.A.;151261-110;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-4;8;117,44;PENDIENTE;;2,367741935;14,68
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020081;2-C.I. ENERGIA SOLAR S.A.;151261-284;T6;6063;5,3;2604 Bermuda Bronze;PINTURA;PRENSA 7-4;7;87,85;PENDIENTE;;2,367924528;12,55
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020081;2-C.I. ENERGIA SOLAR S.A.;151261-352;T6;6063;3,8;2604 Bone White;PINTURA;PRENSA 7-4;8;71,92;PENDIENTE;;2,365789474;8,99
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020088;2-C.I. ENERGIA SOLAR S.A.;151261-112;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-5;5;66,9;PENDIENTE;;2,158064516;13,38
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020088;2-C.I. ENERGIA SOLAR S.A.;151261-231;T6;6063;5,1;2604 Bermuda Bronze;PINTURA;PRENSA 7-5;4;44,04;PENDIENTE;;2,158823529;11,01
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020088;2-C.I. ENERGIA SOLAR S.A.;151261-232;T6;6063;3,6;2604 Bermuda Bronze;PINTURA;PRENSA 7-5;24;186,48;PENDIENTE;;2,158333333;7,77
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020088;2-C.I. ENERGIA SOLAR S.A.;151261-362;T6;6063;5,7;2604 Bermuda Bronze;PINTURA;PRENSA 7-5;9;110,7;PENDIENTE;;2,157894737;12,3
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020088;2-C.I. ENERGIA SOLAR S.A.;151261-371;T6;6063;6,4;2604 Bermuda Bronze;PINTURA;PRENSA 7-5;11;151,91;PENDIENTE;;2,1578125;13,81
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020089;2-C.I. ENERGIA SOLAR S.A.;151261-118;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-4;21;264,6;PENDIENTE;;2,032258065;12,6
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020089;2-C.I. ENERGIA SOLAR S.A.;151261-158;T6;6063;6,2;2604 Black;PINTURA;PRENSA 7-4;5;63;PENDIENTE;;2,032258065;12,6
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020089;2-C.I. ENERGIA SOLAR S.A.;151261-223;T6;6063;5,1;2604 Bone White;PINTURA;PRENSA 7-4;5;51,85;PENDIENTE;;2,033333333;10,37
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020089;2-C.I. ENERGIA SOLAR S.A.;151261-278;T6;6063;4,5;2604 Bone White;PINTURA;PRENSA 7-4;5;45,75;PENDIENTE;;2,033333333;9,15
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020089;2-C.I. ENERGIA SOLAR S.A.;151261-302;T6;6063;4,5;Duranar Sunstorm Silverstorm;PINTURA;PRENSA 7-4;4;36,6;PENDIENTE;;2,033333333;9,15
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202010A;2-C.I. ENERGIA SOLAR S.A.;151261-322;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-2;24;52,32;PENDIENTE;;0,351612903;2,18
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202010A;2-C.I. ENERGIA SOLAR S.A.;151261-324;T6;6063;5,1;2604 Bone White;PINTURA;PRENSA 7-2;17;30,6;PENDIENTE;;0,352941176;1,8
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202010A;2-C.I. ENERGIA SOLAR S.A.;151261-325;T6;6063;6,2;Duranar Arcadia Silver;PINTURA;PRENSA 7-2;6;13,08;PENDIENTE;;0,351612903;2,18
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202010A;2-C.I. ENERGIA SOLAR S.A.;151261-360;T6;6063;5,7;2604 Bermuda Bronze;PINTURA;PRENSA 7-2;11;22,11;PENDIENTE;;0,352631579;2,01
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202010A;2-C.I. ENERGIA SOLAR S.A.;151261-370;T6;6063;3,6;2604 Bermuda Bronze;PINTURA;PRENSA 7-2;47;59,69;PENDIENTE;;0,352777778;1,27
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202021B;2-C.I. ENERGIA SOLAR S.A.;151261-351;T5;6005;3,4;Mill Finish;MILL;PRENSA 9;47;223,72;PENDIENTE;;1,4;4,76
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202032A;2-C.I. ENERGIA SOLAR S.A.;151261-55;T5;6005;3,5;Mill Finish Alodine;PINTURA;PRENSA 7-4;9;43,83;PENDIENTE;;1,391428571;4,87
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202032A;2-C.I. ENERGIA SOLAR S.A.;151261-56;T5;6005;6,2;Mill Finish;MILL;PRENSA 7-4;34;293,42;PENDIENTE;;1,391935484;8,63
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202032A;2-C.I. ENERGIA SOLAR S.A.;151261-61;T5;6005;4,5;Mill Finish Alodine;PINTURA;PRENSA 7-4;17;106,42;PENDIENTE;;1,391111111;6,26
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202032A;2-C.I. ENERGIA SOLAR S.A.;151261-62;T5;6005;4,5;Mill Finish;MILL;PRENSA 7-4;28;175,28;PENDIENTE;;1,391111111;6,26
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202032A;2-C.I. ENERGIA SOLAR S.A.;151261-73;T5;6005;5,9;Mill Finish Alodine;PINTURA;PRENSA 7-4;11;90,31;PENDIENTE;;1,391525424;8,21
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202084A;2-C.I. ENERGIA SOLAR S.A.;151261-226;T5;6005;3,7;2604 Bermuda Bronze;PINTURA;PRENSA 7-5;58;857,82;PENDIENTE;;3,997297297;14,79
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202084A;2-C.I. ENERGIA SOLAR S.A.;151261-267;T5;6005;3,8;2604 Bermuda Bronze;PINTURA;PRENSA 7-5;8;121,44;PENDIENTE;;3,994736842;15,18
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202084A;2-C.I. ENERGIA SOLAR S.A.;151261-361;T5;6005;5,7;2604 Bermuda Bronze;PINTURA;PRENSA 7-5;13;296,14;PENDIENTE;;3,996491228;22,78
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202085A;2-C.I. ENERGIA SOLAR S.A.;151261-111;T5;6005;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-5;19;269,23;PENDIENTE;;2,285483871;14,17
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202085A;2-C.I. ENERGIA SOLAR S.A.;151261-359;T5;6005;5,7;2604 Bermuda Bronze;PINTURA;PRENSA 7-5;12;156,36;PENDIENTE;;2,285964912;13,03
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202086A;2-C.I. ENERGIA SOLAR S.A.;151261-167;T5;6005;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-3;9;214,65;PENDIENTE;;3,846774194;23,85
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202086A;2-C.I. ENERGIA SOLAR S.A.;151261-233;T5;6005;3,8;2604 Bermuda Bronze;PINTURA;PRENSA 7-3;5;73,05;PENDIENTE;;3,844736842;14,61
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202086A;2-C.I. ENERGIA SOLAR S.A.;151261-66;T5;6005;5,1;Duranar Bermuda Bronze;PINTURA;PRENSA 7-3;4;78,44;PENDIENTE;;3,845098039;19,61
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202087A;2-C.I. ENERGIA SOLAR S.A.;151261-119;T5;6005;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-2;8;105,92;LIBERADO;;2,135483871;13,24
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202087A;2-C.I. ENERGIA SOLAR S.A.;151261-168;T5;6005;6,2;2604 Bone White;PINTURA;PRENSA 7-2;4;52,96;LIBERADO;;2,135483871;13,24
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202087A;2-C.I. ENERGIA SOLAR S.A.;151261-213;T5;6005;5,1;2604 Bermuda Bronze;PINTURA;PRENSA 7-2;9;98,01;LIBERADO;;2,135294118;10,89
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202087A;2-C.I. ENERGIA SOLAR S.A.;151261-288;T5;6005;5,1;Black Kynar;PINTURA;PRENSA 7-2;10;108,9;LIBERADO;;2,135294118;10,89
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202087A;2-C.I. ENERGIA SOLAR S.A.;151261-57;T5;6005;6,2;Black Kynar;PINTURA;PRENSA 7-2;5;66,2;LIBERADO;;2,135483871;13,24
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD202087A;2-C.I. ENERGIA SOLAR S.A.;151261-65;T5;6005;5,1;Duranar Bermuda Bronze;PINTURA;PRENSA 7-2;8;87,12;LIBERADO;;2,135294118;10,89
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ESSGD2020T02;2-C.I. ENERGIA SOLAR S.A.;151254-45;T6;6063;6,2;Duranar Arcadia Silver;PINTURA_ASSE;PRENSA 7-1;8;44,24;PENDIENTE;;0,891935484;5,53
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ESSGD2020T03;2-C.I. ENERGIA SOLAR S.A.;151254-47;T6;6063;6,2;Duranar Arcadia Silver;PINTURA_ASSE;PRENSA 7-3;8;52,4;PENDIENTE;;1,056451613;6,55
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ESSGD2020T04;2-C.I. ENERGIA SOLAR S.A.;151254-46;T6;6063;6,2;Duranar Arcadia Silver;PINTURA_ASSE;PRENSA 7-3;8;16,4;PENDIENTE;;0,330645161;2,05
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020T05;2-C.I. ENERGIA SOLAR S.A.;151261-313;T5;6063;5,1;Duranar Arcadia Silver;PINTURA;PRENSA 7-1;5;12,1;PENDIENTE;;0,474509804;2,42
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ESSGD2020T06;2-C.I. ENERGIA SOLAR S.A.;151254-14;T6;6063;6,2;Clear Anodized class 1;ANODIZADO_ASSE;PRENSA 7-3;6;41,4;PENDIENTE;;1,112903226;6,9
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ESSGD2020T08;2-C.I. ENERGIA SOLAR S.A.;151254-15;T6;6063;6,2;Clear Anodized class 1;ANODIZADO_ASSE;PRENSA 5;6;9,24;PENDIENTE;;0,248387097;1,54
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ESSGD2020T12;2-C.I. ENERGIA SOLAR S.A.;151254-28;T6;6063;6,2;Duranar Arcadia Silver;PINTURA_ASSE;PRENSA 7-4;6;25,74;PENDIENTE;;0,691935484;4,29
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ESSGD2020T13;2-C.I. ENERGIA SOLAR S.A.;151254-29;T6;6063;6,2;Duranar Arcadia Silver;PINTURA_ASSE;PRENSA 7-5;6;29,88;PENDIENTE;;0,803225806;4,98
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ESSGD2020T14;2-C.I. ENERGIA SOLAR S.A.;151254-30;T6;6063;6,2;Duranar Arcadia Silver;PINTURA_ASSE;PRENSA 7-4;6;25,92;PENDIENTE;;0,696774194;4,32
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ESSGD2020T15;2-C.I. ENERGIA SOLAR S.A.;151254-31;T6;6063;6,2;Duranar Arcadia Silver;PINTURA_ASSE;PRENSA 5;6;12,6;PENDIENTE;;0,338709677;2,1
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020T16;2-C.I. ENERGIA SOLAR S.A.;151261-314;T5;6063;5,1;Duranar Arcadia Silver;PINTURA;PRENSA 7-1;7;17,29;PENDIENTE;;0,484313725;2,47
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ESSGD2020T18;2-C.I. ENERGIA SOLAR S.A.;151254-18;T6;6063;6,2;Duranar Arcadia Silver;PINTURA_ASSE;PRENSA 7-2;7;52,01;PENDIENTE;;1,198387097;7,43
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ESSGD2020T18;2-C.I. ENERGIA SOLAR S.A.;151254-19;T6;6063;6,2;Duranar Arcadia Silver;PINTURA_ASSE;PRENSA 7-2;7;52,01;PENDIENTE;;1,198387097;7,43
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ESSGD2020T20;2-C.I. ENERGIA SOLAR S.A.;151254-33;T6;6063;6,2;Duranar Arcadia Silver;PINTURA_ASSE;PRENSA 7-4;7;56,91;PENDIENTE;;1,311290323;8,13
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ESSGD2020T20;2-C.I. ENERGIA SOLAR S.A.;151254-34;T6;6063;6,2;Duranar Arcadia Silver;PINTURA_ASSE;PRENSA 7-4;7;56,91;PENDIENTE;;1,311290323;8,13
RETAIL;P5 2025 O ;OC 868713-EII-PD-PGD-P5 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                             ;ESSGD2020T21;2-C.I. ENERGIA SOLAR S.A.;151265-16;T5;6005;6,2;Duranar Bone White;PINTURA_ASSE;PRENSA 7-4;16;62,56;PENDIENTE;;0,630645161;3,91
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ESSGD2020T21;2-C.I. ENERGIA SOLAR S.A.;151254-24;T5;6005;6,2;Duranar Arcadia Silver;PINTURA_ASSE;PRENSA 7-4;6;23,46;PENDIENTE;;0,630645161;3,91
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020T27;2-C.I. ENERGIA SOLAR S.A.;151261-315;T5;6063;5,1;Duranar Arcadia Silver;PINTURA;PRENSA 5;6;8,28;PENDIENTE;;0,270588235;1,38
RETAIL;P5 2025 O ;OC 868715-E_IIRTSEM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ESSGD2020T28;2-C.I. ENERGIA SOLAR S.A.;151254-38;T5;6005;6,2;Duranar Arcadia Silver;PINTURA_ASSE;PRENSA 7-4;6;89,94;PENDIENTE;;2,417741935;14,99
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ESSGD2020T29;2-C.I. ENERGIA SOLAR S.A.;151261-323;T5;6063;5,1;Duranar Arcadia Silver;PINTURA;PRENSA 7-2;6;14,58;PENDIENTE;;0,476470588;2,43
