MERCADO;PRIORIDAD;THE NOTE;DIENUM;CLIENTE;SOITEM;TEMPER;ALLOY;LEN;FINISH;RUTA;PRENSA;PZS;KG;X;ESTADO;PESO LINEAL;PXP
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL300-020;2-C.I. ENERGIA SOLAR S.A.;151261-89;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 9-2;35;445,55;PENDIENTE;;2,053225806;12,73
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL300-021;2-C.I. ENERGIA SOLAR S.A.;151261-103;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 7-5;14;191,94;PENDIENTE;;2,211290323;13,71
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL300-021;2-C.I. ENERGIA SOLAR S.A.;151261-157;T6;6063;6,2;2604 Black;PINTURA;PRENSA 7-5;7;95,97;PENDIENTE;;2,211290323;13,71
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL300-021;2-C.I. ENERGIA SOLAR S.A.;151261-163;T6;6063;5,1;2604 Black;PINTURA;PRENSA 7-5;11;124,08;PENDIENTE;;2,211764706;11,28
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL300-021;2-C.I. ENERGIA SOLAR S.A.;151261-190;T6;6063;5,1;2604 Bone White;PINTURA;PRENSA 7-5;17;191,76;PENDIENTE;;2,211764706;11,28
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL300-021;2-C.I. ENERGIA SOLAR S.A.;151261-199;T6;6063;5,1;2604 Bermuda Bronze;PINTURA;PRENSA 7-5;25;282;PENDIENTE;;2,211764706;11,28
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL300-021;2-C.I. ENERGIA SOLAR S.A.;151261-224;T6;6063;6,2;2604 Silverstorm;PINTURA;PRENSA 7-5;4;54,84;PENDIENTE;;2,211290323;13,71
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL300-021;2-C.I. ENERGIA SOLAR S.A.;151261-91;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 7-5;45;616,95;PENDIENTE;;2,211290323;13,71
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL300-022;2-C.I. ENERGIA SOLAR S.A.;151261-132;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 9-2;12;164,52;PENDIENTE;;2,211290323;13,71
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL300-022;2-C.I. ENERGIA SOLAR S.A.;151261-212;T6;6063;5,1;2604 Bone White;PINTURA;PRENSA 9-2;15;169,2;PENDIENTE;;2,211764706;11,28
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL300-022;2-C.I. ENERGIA SOLAR S.A.;151261-236;T6;6063;5,1;2604 Bermuda Bronze;PINTURA;PRENSA 9-2;18;203,04;PENDIENTE;;2,211764706;11,28
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL300-022;2-C.I. ENERGIA SOLAR S.A.;151261-266;T6;6063;6,2;2604 Silverstorm;PINTURA;PRENSA 9-2;4;54,84;PENDIENTE;;2,211290323;13,71
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL300-022;2-C.I. ENERGIA SOLAR S.A.;151261-317;T6;6063;5;2604 Bermuda Bronze;PINTURA;PRENSA 9-2;4;44,2;PENDIENTE;;2,21;11,05
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL300-022;2-C.I. ENERGIA SOLAR S.A.;151261-72;T6;6063;5,1;Duranar Bermuda Bronze;PINTURA;PRENSA 9-2;4;45,12;PENDIENTE;;2,211764706;11,28
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL300-022;2-C.I. ENERGIA SOLAR S.A.;151261-96;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 9-2;4;54,84;PENDIENTE;;2,211290323;13,71
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL300-026;2-C.I. ENERGIA SOLAR S.A.;151261-133;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 7-5;5;67,3;PENDIENTE;;2,170967742;13,46
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL300-026;2-C.I. ENERGIA SOLAR S.A.;151261-237;T6;6063;5,1;2604 Bermuda Bronze;PINTURA;PRENSA 7-5;5;55,35;PENDIENTE;;2,170588235;11,07
RETAIL;P5 2025 O ;OC 868710-E-PD-CV-P5 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW2024                                                                                                                                                                                 ;ES-EL300-029;2-C.I. ENERGIA SOLAR S.A.;151258-9;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 5;60;164,4;PENDIENTE;;0,441935484;2,74
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL400-001;2-C.I. ENERGIA SOLAR S.A.;151261-107;T6;6063;6,2;2604 Bermuda Bronze;PINTURA;PRENSA 9;13;109,72;LIBERADO;;1,361290323;8,44
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL400-001;2-C.I. ENERGIA SOLAR S.A.;151261-138;T6;6063;6,2;2604 Bone White;PINTURA;PRENSA 9;21;177,24;LIBERADO;;1,361290323;8,44
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL400-001;2-C.I. ENERGIA SOLAR S.A.;151261-182;T6;6063;5,1;2604 Bone White;PINTURA;PRENSA 9;4;27,8;LIBERADO;;1,362745098;6,95
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL400-001;2-C.I. ENERGIA SOLAR S.A.;151261-185;T6;6063;5,1;2604 Bermuda Bronze;PINTURA;PRENSA 9;9;62,55;LIBERADO;;1,362745098;6,95
RETAIL;P5 2025 O ;OC 868714-E_RTSM6 X - Bodega B6 Proyecto 000000003049 -> PROY STOCK ESW 2024                                                                                                                                                                                   ;ES-EL400-001;2-C.I. ENERGIA SOLAR S.A.;151261-203;T6;6063;5,1;2604 Black;PINTURA;PRENSA 9;8;55,6;LIBERADO;;1,362745098;6,95
